Fecha;PM10;PM2-5;Velocidad;Precipitacion;Dirección;O3;CO;NO;NO2;NOX;SO2;T;Radiación;HR
17-09-2023;57,5;19;3,4;0;349;23;0,6;17,3;21,9;35;4,4;18,1;0;0
18-09-2023;43,7;24;4,5;0;334;21,2;0,6;26,6;23,4;50;2;17,2;0;0
19-09-2023;68,9;26;4,2;0;125;22,2;0,7;29;24,9;53,9;3,4;19;0;0
20-09-2023;95,1;44;3,1;0;359;21,4;0,8;42,5;26,1;68,7;10,5;18,1;0;0
21-09-2023;79,3;70;4;0;354;25,7;0,7;44,2;29,4;64,5;5,7;23,5;0;0
22-09-2023;75,4;46;2,9;42,4;355;30;1;49,8;33,3;70,6;11,1;25;0;0
23-09-2023;34,6;33;3,2;0,5;358;27;0,8;18,7;30;42,3;2,9;22,5;0;0
24-09-2023;36,5;16;4,5;1,7;307;27,3;0,4;2,6;19,5;22,1;0,7;21,9;0;0
25-09-2023;76,5;29;4;0;359;21,4;0,8;41,9;21,3;62,7;1,2;20,9;0;0
26-09-2023;71,3;40;2,3;2,2;351;35,5;0,8;60,2;24;79,4;6;25,1;0;0
27-09-2023;60,8;43;3,2;0,3;353;39;0,8;68,4;30,9;82,7;2,9;26,4;0;0
28-09-2023;61,9;35;2,5;14,4;354;30,3;0,8;41,3;30,9;61;4,4;24;0;0
29-09-2023;50,8;88;4,1;0;357;21,9;1;102,1;20,6;122,6;2,4;21,5;0;0
30-09-2023;51,6;33;3,8;0;349;24,3;0,6;33,2;21,7;50,7;7,2;24;0;0
01-10-2023;33,1;27;3;2,4;358;27;0,8;24,9;22,8;47,7;3,6;21,9;0;0
02-10-2023;57,6;38;2,3;7,2;356;40,2;1,4;61,6;34,5;88,6;7,3;25,5;0;0
03-10-2023;45,6;34;2,8;4,6;356;27,8;0,6;26;23,9;47,2;3,3;24,9;0;0
04-10-2023;92,1;53;2;0;357;35,5;1;42,4;27,8;70,2;8,2;22,1;0;0
05-10-2023;69,8;38;2,6;9,5;348;51,8;0,7;52,9;25,7;78,7;13,9;25,8;0;0
06-10-2023;73,1;44;2,7;0,9;353;35,2;1,1;53,9;29,2;81,3;1,1;24;0;0
07-10-2023;69,3;27;4,2;0,1;360;22,1;0,9;36,9;23,5;55,6;9,3;23;0;0
08-10-2023;25,6;18;3,6;0;358;18,9;0,5;8,6;20,4;29;10,6;21,3;0;0
09-10-2023;43,6;25;2,9;20,7;288;27,4;0,6;36,6;23,9;53,7;8,2;23,5;0;0
10-10-2023;23,4;16;3,7;1,3;314;20,8;0,8;18,2;20,9;38,4;0,9;21,2;0;0
11-10-2023;47,9;32;4,3;0;354;25;0,6;19,9;22,6;42,5;5;22;0;0
12-10-2023;70,1;36;4;0;357;25,7;0,7;25,8;24,7;46,6;3,5;23,9;0;0
13-10-2023;59,4;33;3,5;1,8;356;25,3;0,7;45,3;21,6;66,9;8,1;22,6;0;0
14-10-2023;50;31;3,6;0;353;24,6;0,6;25,1;22,3;47,4;14,3;20,4;0;0
15-10-2023;37,6;20;4,7;0;122;24,7;0,5;11;20,3;27,6;4,9;21,7;0;0
16-10-2023;48,9;26;2,9;2;353;27,7;0,7;15,8;19,4;30,8;14,8;20,6;0;0
17-10-2023;59,2;32;2,7;0,2;359;25,6;1;30,2;27,1;56,6;3,3;21,6;0;0
18-10-2023;51,6;26;3,6;0;360;22,3;0,6;26,5;21,2;47,7;1,7;22,1;0;0
19-10-2023;55,4;26;4,5;0;347;20,1;0,5;6,9;19,1;25,1;0,9;19,8;0;0
20-10-2023;82;39;2,9;0;351;26,2;0,9;56,8;22,4;75,5;13,7;21,9;0;0
21-10-2023;104,7;44;2,1;0;358;28,3;1,1;56,3;22,4;74,6;3,5;22,7;0;0
22-10-2023;68,2;33;2,4;0;358;30,6;0,8;31,1;21,5;46,9;7,7;22,7;0;0
23-10-2023;52,5;24;2,9;16,4;350;31;0,8;33;23,3;50,9;5,2;26,5;0;0
24-10-2023;63,3;28;2,9;0;346;26,6;0,9;39,5;27,1;61,1;12,2;22,1;0;0
25-10-2023;53,2;26;1,9;0,4;356;31,2;1,1;62,4;32,6;83,1;8,8;23,1;0;0
26-10-2023;52,1;25;1,7;4,4;345;28,8;0,7;35;25,3;60,3;8,5;21,8;0;0
27-10-2023;27,1;16;1,8;0,5;354;19,1;0,8;32,5;22;54,5;4,9;21;0;0
28-10-2023;21,4;13;2;2,2;319;18,7;0,7;14,6;17,8;31,8;1,9;22,4;0;0
29-10-2023;29,4;25;2;0,1;357;21,7;0,7;32,2;19,4;47,8;2,9;23,4;0;0
30-10-2023;54,3;38;2,3;3,2;358;20;0,7;53;22,3;67;10,3;23,9;0;0
31-10-2023;46,6;29;2,9;13;359;25,5;1,1;36,8;34,8;63,1;6,5;23,2;0;0
01-11-2023;25,6;18;2,2;13,5;345;26,8;0,9;24,3;26,5;45,2;0,8;24,3;0;0
02-11-2023;42,4;28;2,1;11,2;358;15,8;1;23;31,5;46,6;3,1;19,4;0;0
03-11-2023;43,8;35;2,2;5,6;359;28,9;1;48;32,9;67,7;4;23,4;0;0
04-11-2023;46;28;2,9;2,2;360;22,3;0,8;21,4;25,5;41,6;2,2;19,1;0;0
05-11-2023;50;20;2,1;0,1;358;32,8;0,9;39,4;18,8;54,9;4,7;22,6;0;0
06-11-2023;27,6;19;1,9;2,6;342;22,4;1,1;24,9;22,7;47,6;1,4;19,5;0;0
07-11-2023;38,5;20;3,1;0,9;357;25,3;0,9;42;24,5;62,1;1,5;22,3;0;0
08-11-2023;47,1;19;2,8;0;359;20,6;0,6;16,3;20,5;35,4;7,8;21,8;0;0
09-11-2023;45;16;3,8;0;354;18,4;0,5;15,5;20,2;32,7;5,5;21,5;0;0
10-11-2023;60,4;20;3,4;0;349;19,8;0,5;15,5;20,7;34,1;3,8;23;0;0
11-11-2023;47,6;20;3,5;0;350;17;0,6;13,5;19,6;32,4;6,4;20;0;0
12-11-2023;40,9;21;2,7;0,4;357;18;0,8;26,8;19;43,7;5,8;21,5;0;0
13-11-2023;42,9;16;3;0;109;18,8;0,6;28,6;16,2;40,7;3,8;23,8;0;0
14-11-2023;65,4;40;4,2;0;360;17,3;0,9;81,8;19,5;101,3;3,8;22,7;0;0
15-11-2023;46;22;3,4;0;336;17,2;0,6;26,4;18,3;42,4;3,8;21,9;0;0
16-11-2023;46,7;22;3,6;0;358;21,7;0,5;16;21,9;33,5;10,7;23,7;0;0
17-11-2023;55,8;35;3,4;0;360;32,1;0,6;39,6;22,5;58,4;11,7;24,7;0;0
18-11-2023;61;27;2,2;0;357;31,3;0,6;16,7;24;34,3;12,4;23,1;0;0
19-11-2023;63,7;29;2,1;7,5;360;24,4;0,7;12,3;19,8;31;1,6;23,6;0;0
20-11-2023;42,7;23;2,4;0,2;359;12,8;1;36;18,2;53,6;3,5;22,6;0;0
21-11-2023;50,1;31;3,2;0;357;25,4;0,9;6,6;18,2;23,8;5,5;25,8;0;0
22-11-2023;48,7;36;2,9;0,2;359;23,9;0,9;82,5;23,9;100,6;8,2;23,7;0;0
23-11-2023;101,2;48;2,5;0,4;346;24,2;1,3;46,5;37,1;74,5;10,4;23,1;0;0
24-11-2023;82;32;2,6;0;357;16,6;0,7;44,7;21,8;66,6;5,2;20,7;0;0
25-11-2023;129,4;43;2,1;0;358;29,5;1,3;87,2;22;106,6;4,5;23,3;0;0
26-11-2023;38,1;15;4,1;0;101;18,3;0,5;29,1;19,5;46,8;2,6;20,9;0;0
27-11-2023;25,4;12;3,9;0,2;100;14,1;0,4;18,8;14,8;32,8;0,8;20,6;0;0
28-11-2023;59,2;24;3,7;0;358;15,7;0,6;23,4;18,4;40,7;0,8;20,5;0;0
29-11-2023;139,1;66;3,3;0;359;19,1;1;67,5;28,9;90,3;6,1;20,9;0;0
30-11-2023;110,7;55;2,6;0;358;35,1;0,9;60,2;24;78,9;18,6;21,8;0;0
01-12-2023;65;32;3,2;0,1;359;19,5;0,7;33,6;21,9;52,1;11,2;23,5;0;0
02-12-2023;65,6;42;3,8;0;360;20,3;0,7;45,3;21,8;63,2;31,8;22,3;0;0
03-12-2023;63;31;3,4;0;351;35,3;0,6;29,8;21;45,9;32;23,4;0;0
04-12-2023;68,5;35;4,7;0;357;19,6;0,6;35,2;22,7;55,8;19,5;22,2;0;0
05-12-2023;83,6;39;3,9;0;360;18,9;0,7;26;22,1;45;13;21,8;0;0
06-12-2023;129,9;86;3,2;0;338;18;0,8;54,5;22,4;75,6;5,2;20,9;0;0
07-12-2023;102,5;71;2,4;0;359;45,6;0,9;60,6;30,1;79,6;8,8;25,1;0;0
08-12-2023;74,5;51;4,7;0;360;19,6;0,7;20,9;21,3;42;2,2;21;0;0
09-12-2023;42;23;3,5;0;78;13,6;0,4;14,9;18,4;33;4,1;20;0;0
10-12-2023;32,6;15;3,6;0,9;354;15,5;0,4;10,3;14,8;23,8;3,8;20,3;0;0
11-12-2023;52,4;29;3,2;0;358;14,4;0,7;48,3;17,8;64,4;5,1;21,2;0;0
12-12-2023;71,8;39;3,9;0;359;17,3;0,8;65,1;21,5;82,1;2,9;23,4;0;0
13-12-2023;110,3;91;2,7;0;359;19;0,6;43,1;22,1;60,7;18,3;24,3;0;0
14-12-2023;69;38;2,8;0;359;40,7;0,8;53,9;29,2;73;7,9;25,2;0;0
15-12-2023;80;41;2,2;0;355;17,9;0,7;20,6;26,6;41,9;24,9;19,7;0;0
16-12-2023;86,3;51;1,8;3,9;336;22,1;1,1;40,7;30,7;57,3;4,2;20,1;0;0
17-12-2023;38;24;2;1,6;352;29,9;0,7;11,7;19,7;31,4;4,4;22,9;0;0
18-12-2023;50,6;34;2,2;17,7;357;36,7;0,7;37;22,5;57,1;1,1;22,6;0;0
19-12-2023;41,6;19;2,4;0,3;359;25;0,6;28,2;19;45,8;1;25,9;0;0
20-12-2023;63,4;44;2,9;0;353;28,7;1,1;83,7;17,8;99,8;3,1;23,7;0;0
21-12-2023;71,3;46;2,6;0;360;45,6;0,8;43,9;19,6;60,6;6,2;24,7;0;0
22-12-2023;81,1;34;3,3;0;359;29,4;0,7;28,2;23,2;45,9;3,1;23,7;0;0
23-12-2023;59,9;35;2,9;0;346;23,9;0,8;31,5;25,9;50,5;6,6;23,7;0;0
24-12-2023;48,2;25;3,2;0;357;25,4;0,6;11,3;20,3;28,7;6,2;23,9;0;0
25-12-2023;51;43;2,8;0;356;23,9;0,6;6,9;15,4;19,8;3,5;23,7;0;0
26-12-2023;45,5;24;2,5;0;349;16,6;0,5;23,3;16,4;37,3;6,6;23,5;0;0
27-12-2023;75;32;2;0;345;23,3;0,7;61,2;18;74,1;4,8;23,2;0;0
28-12-2023;36;29;2,1;1,6;341;29,4;1,2;38,8;24,3;63,1;1,6;23,1;0;0
29-12-2023;43,7;37;2,5;0;356;30,2;0,7;45;20,2;59,9;7,6;24,3;0;0
30-12-2023;39,8;23;2,2;1,6;359;24,5;0,5;30,5;17,3;45,4;6,4;21,2;0;0
31-12-2023;24,2;34;2,6;4,7;351;23,5;0,7;19,5;14,9;31,8;1,4;24,4;0;0
