Fecha;PM10;PM2-5;Velocidad;Precipitacion;Dirección;O3;CO;NO;NO2;NOX;SO2;T;Radiación ;HR
23-09-2023;59,3;37;4,6;4,1;355;36,6;1,3;26,2;44,6;68,8;1,6;19,5;0;0
24-09-2023;15,7;9;4,9;0;342;38,4;0,3;2,6;4,8;7,4;0,5;19,1;0;0
25-09-2023;27,5;8;3,4;0;343;33,9;0,7;21,2;19,4;40,6;1;17,9;0;0
26-09-2023;37,9;18;2,4;0;329;26,8;1,1;39,4;25,4;62,8;1,4;21,7;0;0
27-09-2023;94,6;44;2,7;20;358;38,4;1,7;88,5;41,5;115,3;2,8;21,9;0;0
28-09-2023;56,6;25;3,2;0;332;36,4;1;41,7;32;65,4;0,9;21,3;0;0
29-09-2023;54,7;39;4,8;0;272;30,9;1,3;64,4;25,8;90,2;1,4;19;0;0
30-09-2023;47,4;22;4,8;0;328;36,9;1,7;81,8;21,4;103,1;1,7;21,9;0;0
01-10-2023;48,2;16;3,1;0,6;342;37,3;1;19,1;28;46,3;0,5;20,3;0;0
02-10-2023;73,8;44;2,7;7,1;359;45;2;106,3;43;138,2;2,3;22,1;0;0
03-10-2023;61,9;34;3,6;0,7;347;34,9;1,2;73,5;29,5;103;1,8;21,5;0;0
04-10-2023;52,7;24;3,7;0;336;35,2;1;8,5;35,6;44,2;0,6;20,8;0;0
05-10-2023;92,9;40;2;16,4;350;61;1,8;110,3;37,3;144,2;2,7;20,4;0;0
06-10-2023;76,6;41;2;0,4;318;42,3;1,9;62,5;58,6;105;1,8;18,9;0;0
07-10-2023;47,8;21;4,1;0;348;28,1;1,2;47,5;29,3;76,8;1,7;21;0;0
08-10-2023;27,5;18;4,5;0;294;24,7;0,7;3,6;22,2;24,1;0,7;18,2;0;0
09-10-2023;52;18;3,8;0,4;353;26,9;1,1;42;38,4;61,5;1,3;21,6;0;0
10-10-2023;18,1;10;4,9;0,4;344;28,7;0,3;3,4;9,2;10,9;0,6;17;0;0
11-10-2023;25,7;18;4,8;0;326;35,6;0,6;10,5;20,9;31,4;0,7;20,1;0;0
12-10-2023;67,4;24;4,3;0;340;36,1;2,2;111,8;35,2;147;2,8;21,1;0;0
13-10-2023;47,2;19;4,6;0;189;31,8;1;38,3;28,8;67;1,5;19,4;0;0
14-10-2023;24,8;12;3,7;0;353;35,7;0,6;18,8;21;39,8;1,2;18,2;0;0
15-10-2023;26,4;15;4,6;0,2;180;33,7;0,9;21,1;26,2;47,3;1,8;18,4;0;0
16-10-2023;43,5;20;2,5;5,9;359;36,7;0,8;18,4;22,5;36;2,4;19,4;0;0
17-10-2023;43,5;22;3,3;0;266;31,5;1,1;11,4;41,8;53,2;0,9;18,6;0;0
18-10-2023;25,3;17;4,5;0;339;32,4;0,6;14,6;17;31,6;0,7;20,8;0;0
19-10-2023;17,9;13;5;0;212;32,2;0,4;8;8,8;16,7;0,5;17,6;0;0
20-10-2023;88,3;35;3,3;0;324;28,2;1,9;117,2;34,8;151,9;3,8;18,9;0;0
21-10-2023;72,3;30;2,7;0;358;34;1,4;70,2;29,4;95,5;1,7;19,2;0;0
22-10-2023;58,8;26;2,6;5,5;357;30,9;1,2;17,7;25,2;42,9;1;18,5;0;0
23-10-2023;59,6;25;4,7;0;271;34;1,2;0;0;0;1,9;21,2;0;0
24-10-2023;60,6;31;3,4;0,1;283;34;1,5;15,8;34;49,8;2,1;19,9;0;0
25-10-2023;83,7;34;3,1;0,1;353;49,6;1,7;93,8;42,9;121,1;2;20,3;0;0
26-10-2023;60,8;38;1,8;1,4;352;33,3;1,6;46;54,1;74,5;2,5;20,1;0;0
27-10-2023;37,5;23;2,3;0,1;351;29,2;1,1;32,8;31,1;60,8;2,6;18,2;0;0
28-10-2023;45,3;29;1,7;0,4;327;32,3;1;35,8;28,7;61,2;1,7;20,5;0;0
29-10-2023;51,5;16;2,4;10,7;341;33;1,7;46,5;20,2;65,2;1,1;19,8;0;0
30-10-2023;70,4;29;2,4;0;339;20,5;1,3;76,6;41,4;97,7;1,8;19,1;0;0
31-10-2023;78,4;50;1,4;0,3;330;31,4;1,9;82,9;46,2;103,3;2,2;19,7;0;0
01-11-2023;57,3;29;1,7;7;350;33,5;1,3;39,7;34,5;74,1;1,7;20,6;0;0
02-11-2023;55,5;36;2;1,3;349;20,6;1,3;31,1;44,6;68,2;4,2;17,7;0;0
03-11-2023;57,1;39;1,9;7,5;356;30,6;1,8;57,9;40,6;86,9;1,7;19,2;0;0
04-11-2023;45,2;17;4,8;1,7;349;35,7;1,5;59;23,2;81,6;1,5;16,1;0;0
05-11-2023;38;38;3;1,4;255;37,7;1,2;39,4;24,2;55;1,3;19,2;0;0
06-11-2023;28,7;19;2,9;0,6;350;26,1;0,8;13,8;20,8;30,9;0,7;18,6;0;0
07-11-2023;42,7;11;4,8;0;301;29,6;0,8;29,6;24;50,5;0,8;19,7;0;0
08-11-2023;28,4;15;3,9;0;181;26,5;0,8;14,6;25;39,5;1;20;0;0
09-11-2023;20,6;9;4,1;0;345;26,2;0,4;6,2;11,7;15,4;0,6;18,7;0;0
10-11-2023;17,9;14;3;0;353;31,9;0,5;6,7;9,3;16;0,7;19,3;0;0
11-11-2023;12;11;3;0;354;27,6;0,7;13,7;18,7;32,4;0,8;17,1;0;0
12-11-2023;20,3;8;3,2;1;359;23,6;0,5;8,5;11,3;18,4;0,8;19;0;0
13-11-2023;18,8;10;3,8;0;290;22,8;0,4;4,9;7,5;12,2;0,6;20,2;0;0
14-11-2023;28,4;13;4,1;0;277;20,7;0,7;19,6;14,7;34,4;0,9;20,9;0;0
15-11-2023;37,6;12;4,2;0,1;253;24,5;0,6;9;19,9;28,9;1,1;19,3;0;0
16-11-2023;23,8;19;5,1;0;281;34,8;0,5;9,9;9,7;19,6;0,8;21,1;0;0
17-11-2023;81,8;38;4,4;0;229;33;2;153;34,1;185,5;3,6;21,7;0;0
18-11-2023;61,3;31;2;0;351;48,8;1,7;55,8;35,1;89,9;3,5;19,5;0;0
19-11-2023;44;28;1,9;1;338;39,1;0,9;21,3;22,9;38,5;1,3;19,9;0;0
20-11-2023;73;29;1,7;1;349;24,8;1,9;81,2;24,8;102,2;2;18,5;0;0
21-11-2023;70,6;37;2,1;0,1;349;23,7;1,6;97,8;28;115,4;2,3;21,8;0;0
22-11-2023;62,4;28;2,6;0,1;351;28,4;1,6;84,9;30,2;102,3;2,6;21;0;0
23-11-2023;67,7;36;2,7;4,4;253;31,3;1,9;90,5;35,2;111,1;2,5;20,7;0;0
24-11-2023;32,3;16;3,1;0;350;22,8;0,7;22,4;20,1;42,4;1,1;17,3;0;0
25-11-2023;42,5;15;4,1;0,2;319;25,3;1,4;66,4;22,5;82,5;1,7;19,5;0;0
26-11-2023;12,3;10;2,4;0;359;24,2;0,3;6,8;10,6;14,4;0,8;18,7;0;0
27-11-2023;17,7;9;2,3;0;359;18,8;0,6;19,7;13,6;33,3;1,1;18,4;0;0
28-11-2023;58,8;10;3,2;0;351;20,4;0,6;12,2;16,4;28;1,1;18,1;0;0
29-11-2023;67,6;23;3,8;0;351;23;1,3;45,1;33,1;74,4;2;18,4;0;0
30-11-2023;76,8;37;4,1;0;354;24,7;1,5;92,1;26;114;9,8;19,5;0;0
01-12-2023;71,3;28;4,9;0;344;25,2;1,2;83,1;26,2;109,3;8,6;19,8;0;0
02-12-2023;68,2;32;3,9;0;345;31,5;1,4;100,2;25,4;121,8;2,9;20;0;0
03-12-2023;76,9;30;5,5;0;358;31;1,2;43,8;24,4;67,3;1,6;18,4;0;0
04-12-2023;45,5;27;4,9;0;174;27,7;1,1;37,6;20,5;58,2;1,5;19,1;0;0
05-12-2023;54,2;31;4,7;0;357;26,9;1,3;81,8;24,4;103,6;2,5;19,6;0;0
06-12-2023;28,7;17;4,7;0;339;25,6;0,9;16,2;22,9;37,5;1,3;17,6;0;0
07-12-2023;89;40;3,7;0;355;50,6;2,1;151,3;31,5;178,6;3,7;21,1;0;0
08-12-2023;26,5;11;2,8;0;346;28,5;0,3;1;13,1;14,1;0,9;18,5;0;0
09-12-2023;16;11;3,5;0;357;23,1;0,3;1,4;12,8;14,1;0,9;18,6;0;0
10-12-2023;15,5;7;2,8;0,4;359;21,6;0,5;4,6;14,7;18,9;0,9;16,8;0;0
11-12-2023;29,2;18;2,8;0;223;20,4;0,9;29,4;20,2;48,9;1,5;18,3;0;0
12-12-2023;28,2;12;2,7;0;344;24,1;0,8;33;20,8;53,6;1,6;20,1;0;0
13-12-2023;52,5;26;3,5;0;353;24,3;1,4;75,8;24,6;99,7;4;21,3;0;0
14-12-2023;85,4;41;2,3;3;350;56;1,7;116,5;47,9;142,2;3,7;20,9;0;0
15-12-2023;77,4;53;2,9;0,2;337;29,1;1,2;22,4;41,4;54,5;2,3;18,3;0;0
16-12-2023;76;49;1,5;3,1;354;34,3;1,2;46,5;35,7;68,9;2;17,7;0;0
17-12-2023;40,4;26;1,8;9,5;355;39,1;1,3;30;24,7;54,7;1;19,7;0;0
18-12-2023;62,8;35;2,6;7,4;358;50,6;1,3;51,2;35,6;75,8;1,4;19;0;0
19-12-2023;53;19;2,1;7,3;323;44,4;1,3;46,1;27;62,5;0,5;22,8;0;0
20-12-2023;69,9;32;2,7;0;359;43,8;1,1;45;29,1;61,2;1,5;20,7;0;0
21-12-2023;82,1;37;2,8;0,5;350;62,8;0,9;51,9;27,1;70,8;2,6;22;0;0
22-12-2023;54,7;24;4,4;0;333;36,6;0,6;12,3;17,8;24;1,2;19,8;0;0
23-12-2023;34,8;22;3,7;0;346;32;0,7;21,5;17,7;38,2;1,2;21,8;0;0
24-12-2023;26;18;4,5;0;275;27,3;0,6;13,9;13,3;27,3;1,2;20,7;0;0
25-12-2023;19,4;16;3,9;0;333;22,2;0,5;6,8;10,3;17,1;0,8;19,5;0;0
26-12-2023;32,1;12;4,6;0;357;24;0,7;10,2;20,5;25,9;0,9;21,3;0;0
27-12-2023;66,7;28;1,9;0,1;360;30,9;1,1;61,7;32,3;75,4;2,1;19,8;0;0
28-12-2023;60;28;3,4;1,9;280;30,2;1,3;50,8;29,1;76,6;2;19,3;0;0
29-12-2023;62;39;2,5;0;354;61,7;1;63,9;36,8;79,7;2,3;20,3;0;0
30-12-2023;54,2;37;1,8;5;342;54,1;0,8;19,1;42,8;47;2,8;18,1;0;0
31-12-2023;41,3;31;1,4;4,8;338;33,1;1,1;13,2;14,7;23,4;1,6;21,2;0;0
